season,round,driver,driver_points,driver_wins,driver_standings_pos
2005,7,montoya,14.0,0.0,8.0
2005,7,barrichello,9.0,0.0,11.0
2005,7,coulthard,10.0,0.0,10.0
2005,7,wurz,6.0,0.0,12.0
2005,7,villeneuve,5.0,0.0,13.0
2005,7,rosa,4.0,0.0,14.0
2005,7,klien,3.0,0.0,15.0
2005,7,massa,2.0,0.0,16.0
2005,7,liuzzi,1.0,0.0,17.0
2005,7,monteiro,0.0,0.0,18.0
2005,7,button,0.0,0.0,22.0
2005,7,karthikeyan,0.0,0.0,19.0
2005,7,friesacher,0.0,0.0,20.0
2005,7,sato,0.0,0.0,23.0
2005,7,albers,0.0,0.0,21.0
2005,7,davidson,0.0,0.0,24.0
2005,8,alonso,59.0,4.0,1.0
2005,8,raikkonen,27.0,2.0,2.0
2005,8,trulli,27.0,0.0,3.0
2005,8,heidfeld,25.0,0.0,4.0
2005,8,michael_schumacher,16.0,0.0,8.0
2005,8,webber,18.0,0.0,5.0
2005,8,barrichello,15.0,0.0,10.0
2005,8,ralf_schumacher,17.0,0.0,7.0
2005,8,fisichella,17.0,1.0,6.0
2005,8,coulthard,15.0,0.0,11.0
2005,8,montoya,16.0,0.0,9.0
2005,8,massa,2.0,0.0,16.0
2005,8,wurz,6.0,0.0,12.0
2005,8,villeneuve,5.0,0.0,13.0
2005,8,rosa,4.0,0.0,14.0
2005,8,klien,3.0,0.0,15.0
2005,8,liuzzi,1.0,0.0,17.0
2005,8,monteiro,0.0,0.0,18.0
2005,8,button,0.0,0.0,19.0
2005,8,karthikeyan,0.0,0.0,20.0
2005,8,albers,0.0,0.0,23.0
2005,8,friesacher,0.0,0.0,21.0
2005,8,sato,0.0,0.0,22.0
2005,8,davidson,0.0,0.0,24.0
2005,9,alonso,59.0,4.0,1.0
2005,9,raikkonen,37.0,3.0,2.0
2005,9,michael_schumacher,24.0,0.0,5.0
2005,9,barrichello,21.0,0.0,7.0
2005,9,trulli,27.0,0.0,3.0
2005,9,heidfeld,25.0,0.0,4.0
2005,9,webber,22.0,0.0,6.0
2005,9,ralf_schumacher,20.0,0.0,8.0
2005,9,fisichella,17.0,1.0,9.0
2005,9,coulthard,17.0,0.0,10.0
2005,9,montoya,16.0,0.0,11.0
2005,9,massa,7.0,0.0,12.0
2005,9,monteiro,0.0,0.0,18.0
2005,9,wurz,6.0,0.0,13.0
2005,9,villeneuve,5.0,0.0,14.0
2005,9,karthikeyan,0.0,0.0,20.0
2005,9,albers,0.0,0.0,21.0
2005,9,rosa,4.0,0.0,15.0
2005,9,klien,4.0,0.0,16.0
2005,9,friesacher,0.0,0.0,22.0
2005,9,liuzzi,1.0,0.0,17.0
2005,9,button,0.0,0.0,19.0
2005,9,sato,0.0,0.0,23.0
2005,9,zonta,0.0,0.0,0.0
2005,9,davidson,0.0,0.0,24.0
2005,10,alonso,59.0,4.0,1.0
2005,10,raikkonen,37.0,3.0,2.0
2005,10,michael_schumacher,34.0,1.0,3.0
2005,10,trulli,27.0,0.0,5.0
2005,10,barrichello,29.0,0.0,4.0
2005,10,heidfeld,25.0,0.0,6.0
2005,10,webber,22.0,0.0,7.0
2005,10,ralf_schumacher,20.0,0.0,8.0
2005,10,fisichella,17.0,1.0,9.0
2005,10,coulthard,17.0,0.0,10.0
2005,10,montoya,16.0,0.0,11.0
2005,10,massa,7.0,0.0,12.0
2005,10,monteiro,6.0,0.0,13.0
2005,10,wurz,6.0,0.0,14.0
2005,10,villeneuve,5.0,0.0,15.0
2005,10,button,0.0,0.0,22.0
2005,10,karthikeyan,5.0,0.0,16.0
2005,10,albers,4.0,0.0,17.0
2005,10,rosa,4.0,0.0,18.0
2005,10,klien,4.0,0.0,19.0
2005,10,friesacher,3.0,0.0,20.0
2005,10,liuzzi,1.0,0.0,21.0
2005,10,sato,0.0,0.0,23.0
2005,10,zonta,0.0,0.0,24.0
2005,10,davidson,0.0,0.0,25.0
2005,11,alonso,69.0,5.0,1.0
2005,11,raikkonen,45.0,3.0,2.0
2005,11,michael_schumacher,40.0,1.0,3.0
2005,11,barrichello,29.0,0.0,5.0
2005,11,trulli,31.0,0.0,4.0
2005,11,montoya,16.0,0.0,11.0
2005,11,fisichella,20.0,1.0,9.0
2005,11,heidfeld,25.0,0.0,6.0
2005,11,ralf_schumacher,22.0,0.0,8.0
2005,11,webber,22.0,0.0,7.0
2005,11,coulthard,17.0,0.0,10.0
2005,11,button,5.0,0.0,16.0
2005,11,massa,7.0,0.0,12.0
2005,11,monteiro,6.0,0.0,13.0
2005,11,wurz,6.0,0.0,14.0
2005,11,villeneuve,6.0,0.0,15.0
2005,11,karthikeyan,5.0,0.0,17.0
2005,11,albers,4.0,0.0,18.0
2005,11,rosa,4.0,0.0,19.0
2005,11,klien,4.0,0.0,20.0
2005,11,friesacher,3.0,0.0,21.0
2005,11,liuzzi,1.0,0.0,22.0
2005,11,sato,0.0,0.0,23.0
2005,11,zonta,0.0,0.0,24.0
2005,11,davidson,0.0,0.0,25.0
2005,12,alonso,77.0,5.0,1.0
2005,12,raikkonen,51.0,3.0,2.0
2005,12,michael_schumacher,43.0,1.0,3.0
2005,12,montoya,26.0,1.0,6.0
2005,12,barrichello,31.0,0.0,4.0
2005,12,trulli,31.0,0.0,5.0
2005,12,fisichella,25.0,1.0,7.0
2005,12,ralf_schumacher,23.0,0.0,9.0
2005,12,heidfeld,25.0,0.0,8.0
2005,12,webber,22.0,0.0,10.0
2005,12,coulthard,17.0,0.0,11.0
2005,12,button,9.0,0.0,12.0
2005,12,massa,7.0,0.0,13.0
2005,12,monteiro,6.0,0.0,14.0
2005,12,wurz,6.0,0.0,15.0
2005,12,villeneuve,6.0,0.0,16.0
2005,12,karthikeyan,5.0,0.0,17.0
2005,12,albers,4.0,0.0,18.0
2005,12,rosa,4.0,0.0,19.0
2005,12,klien,4.0,0.0,20.0
2005,12,friesacher,3.0,0.0,21.0
2005,12,liuzzi,1.0,0.0,22.0
2005,12,sato,0.0,0.0,23.0
2005,12,doornbos,0.0,0.0,0.0
2005,12,zonta,0.0,0.0,24.0
2005,12,davidson,0.0,0.0,25.0
2005,13,alonso,87.0,6.0,1.0
2005,13,raikkonen,51.0,3.0,2.0
2005,13,michael_schumacher,47.0,1.0,3.0
2005,13,trulli,31.0,0.0,6.0
2005,13,montoya,34.0,1.0,4.0
2005,13,ralf_schumacher,26.0,0.0,8.0
2005,13,barrichello,31.0,0.0,5.0
2005,13,fisichella,30.0,1.0,7.0
2005,13,heidfeld,25.0,0.0,9.0
2005,13,webber,22.0,0.0,10.0
2005,13,button,15.0,0.0,12.0
2005,13,coulthard,19.0,0.0,11.0
2005,13,massa,8.0,0.0,13.0
2005,13,monteiro,6.0,0.0,14.0
2005,13,wurz,6.0,0.0,15.0
2005,13,villeneuve,6.0,0.0,16.0
2005,13,karthikeyan,5.0,0.0,17.0
2005,13,albers,4.0,0.0,18.0
2005,13,rosa,4.0,0.0,19.0
2005,13,klien,4.0,0.0,20.0
2005,13,friesacher,3.0,0.0,21.0
2005,13,liuzzi,1.0,0.0,22.0
2005,13,sato,0.0,0.0,23.0
2005,13,doornbos,0.0,0.0,24.0
2005,13,zonta,0.0,0.0,25.0
2005,13,davidson,0.0,0.0,26.0
2005,14,alonso,87.0,6.0,1.0
2005,14,raikkonen,61.0,4.0,2.0
2005,14,michael_schumacher,55.0,1.0,3.0
2005,14,montoya,34.0,1.0,5.0
2005,14,trulli,36.0,0.0,4.0
2005,14,fisichella,30.0,1.0,8.0
2005,14,ralf_schumacher,32.0,0.0,6.0
2005,14,barrichello,31.0,0.0,7.0
2005,14,heidfeld,28.0,0.0,9.0
2005,14,webber,24.0,0.0,10.0
2005,14,button,19.0,0.0,11.0
2005,14,coulthard,19.0,0.0,12.0
2005,14,massa,8.0,0.0,13.0
2005,14,monteiro,6.0,0.0,14.0
2005,14,wurz,6.0,0.0,15.0
2005,14,villeneuve,6.0,0.0,16.0
2005,14,karthikeyan,5.0,0.0,17.0
2005,14,klien,4.0,0.0,20.0
2005,14,albers,4.0,0.0,18.0
2005,14,rosa,4.0,0.0,19.0
2005,14,friesacher,3.0,0.0,21.0
2005,14,sato,1.0,0.0,23.0
2005,14,liuzzi,1.0,0.0,22.0
2005,14,doornbos,0.0,0.0,24.0
2005,14,zonta,0.0,0.0,25.0
2005,14,davidson,0.0,0.0,26.0
2005,15,alonso,95.0,6.0,1.0
2005,15,raikkonen,71.0,5.0,2.0
2005,15,michael_schumacher,55.0,1.0,3.0
2005,15,montoya,40.0,1.0,4.0
2005,15,trulli,39.0,0.0,5.0
2005,15,fisichella,35.0,1.0,6.0
2005,15,ralf_schumacher,32.0,0.0,7.0
2005,15,barrichello,31.0,0.0,8.0
2005,15,heidfeld,28.0,0.0,9.0
2005,15,button,23.0,0.0,11.0
2005,15,webber,24.0,0.0,10.0
2005,15,coulthard,21.0,0.0,12.0
2005,15,massa,8.0,0.0,13.0
2005,15,monteiro,6.0,0.0,14.0
2005,15,wurz,6.0,0.0,15.0
2005,15,villeneuve,6.0,0.0,16.0
2005,15,karthikeyan,5.0,0.0,17.0
2005,15,klien,5.0,0.0,18.0
2005,15,albers,4.0,0.0,19.0
2005,15,rosa,4.0,0.0,20.0
2005,15,friesacher,3.0,0.0,21.0
2005,15,pizzonia,0.0,0.0,0.0
2005,15,sato,1.0,0.0,22.0
2005,15,liuzzi,1.0,0.0,23.0
2005,15,doornbos,0.0,0.0,24.0
2005,15,zonta,0.0,0.0,25.0
2005,15,davidson,0.0,0.0,26.0
2005,16,alonso,103.0,6.0,1.0
2005,16,raikkonen,76.0,5.0,2.0
2005,16,michael_schumacher,55.0,1.0,3.0
2005,16,montoya,50.0,2.0,4.0
2005,16,trulli,43.0,0.0,5.0
2005,16,fisichella,41.0,1.0,6.0
2005,16,ralf_schumacher,35.0,0.0,7.0
2005,16,barrichello,31.0,0.0,8.0
2005,16,button,24.0,0.0,10.0
2005,16,webber,24.0,0.0,11.0
2005,16,heidfeld,28.0,0.0,9.0
2005,16,coulthard,21.0,0.0,12.0
2005,16,villeneuve,6.0,0.0,16.0
2005,16,massa,8.0,0.0,13.0
2005,16,monteiro,6.0,0.0,14.0
2005,16,wurz,6.0,0.0,15.0
2005,16,karthikeyan,5.0,0.0,17.0
2005,16,klien,5.0,0.0,18.0
2005,16,albers,4.0,0.0,19.0
2005,16,rosa,4.0,0.0,20.0
2005,16,friesacher,3.0,0.0,21.0
2005,16,pizzonia,2.0,0.0,22.0
2005,16,sato,1.0,0.0,23.0
2005,16,liuzzi,1.0,0.0,24.0
2005,16,doornbos,0.0,0.0,25.0
2005,16,zonta,0.0,0.0,26.0
2005,16,davidson,0.0,0.0,27.0
2005,17,alonso,111.0,6.0,1.0
2005,17,raikkonen,86.0,6.0,2.0
2005,17,montoya,50.0,2.0,4.0
2005,17,michael_schumacher,55.0,1.0,3.0
2005,17,fisichella,41.0,1.0,6.0
2005,17,trulli,43.0,0.0,5.0
2005,17,barrichello,35.0,0.0,8.0
2005,17,ralf_schumacher,37.0,0.0,7.0
2005,17,button,30.0,0.0,9.0
2005,17,webber,29.0,0.0,10.0
2005,17,heidfeld,28.0,0.0,11.0
2005,17,coulthard,21.0,0.0,12.0
2005,17,villeneuve,9.0,0.0,13.0
2005,17,massa,8.0,0.0,14.0
2005,17,monteiro,7.0,0.0,15.0
2005,17,wurz,6.0,0.0,16.0
2005,17,karthikeyan,5.0,0.0,17.0
2005,17,klien,5.0,0.0,18.0
2005,17,albers,4.0,0.0,19.0
2005,17,rosa,4.0,0.0,20.0
2005,17,friesacher,3.0,0.0,21.0
2005,17,pizzonia,2.0,0.0,22.0
2005,17,sato,1.0,0.0,23.0
2005,17,liuzzi,1.0,0.0,24.0
2005,17,doornbos,0.0,0.0,25.0
2005,17,zonta,0.0,0.0,26.0
2005,17,davidson,0.0,0.0,27.0
2005,18,alonso,117.0,6.0,1.0
2005,18,raikkonen,94.0,6.0,2.0
2005,18,michael_schumacher,60.0,1.0,4.0
2005,18,montoya,60.0,3.0,3.0
2005,18,fisichella,45.0,1.0,5.0
2005,18,trulli,43.0,0.0,6.0
2005,18,ralf_schumacher,38.0,0.0,8.0
2005,18,barrichello,38.0,0.0,7.0
2005,18,button,32.0,0.0,9.0
2005,18,webber,29.0,0.0,10.0
2005,18,heidfeld,28.0,0.0,11.0
2005,18,coulthard,21.0,0.0,12.0
2005,18,villeneuve,9.0,0.0,13.0
2005,18,massa,8.0,0.0,14.0
2005,18,monteiro,7.0,0.0,15.0
2005,18,wurz,6.0,0.0,16.0
2005,18,karthikeyan,5.0,0.0,17.0
2005,18,klien,5.0,0.0,18.0
2005,18,albers,4.0,0.0,19.0
2005,18,rosa,4.0,0.0,20.0
2005,18,friesacher,3.0,0.0,21.0
2005,18,pizzonia,2.0,0.0,22.0
2005,18,sato,1.0,0.0,23.0
2005,18,liuzzi,1.0,0.0,24.0
2005,18,doornbos,0.0,0.0,25.0
2005,18,zonta,0.0,0.0,26.0
2005,18,davidson,0.0,0.0,27.0
2005,19,alonso,123.0,6.0,1.0
2005,19,raikkonen,104.0,7.0,2.0
2005,19,michael_schumacher,62.0,1.0,3.0
2005,19,montoya,60.0,3.0,4.0
2005,19,fisichella,53.0,1.0,5.0
2005,19,ralf_schumacher,39.0,0.0,7.0
2005,19,trulli,43.0,0.0,6.0
2005,19,barrichello,38.0,0.0,8.0
2005,19,button,36.0,0.0,9.0
2005,19,webber,34.0,0.0,10.0
2005,19,heidfeld,28.0,0.0,11.0
2005,19,coulthard,24.0,0.0,12.0
2005,19,massa,8.0,0.0,14.0
2005,19,villeneuve,9.0,0.0,13.0
2005,19,klien,5.0,0.0,18.0
2005,19,monteiro,7.0,0.0,15.0
2005,19,wurz,6.0,0.0,16.0
2005,19,karthikeyan,5.0,0.0,17.0
2005,19,albers,4.0,0.0,19.0
2005,19,rosa,4.0,0.0,20.0
2005,19,friesacher,3.0,0.0,21.0
2005,19,pizzonia,2.0,0.0,22.0
2005,19,sato,1.0,0.0,23.0
2005,19,liuzzi,1.0,0.0,24.0
2005,19,doornbos,0.0,0.0,25.0
2005,19,zonta,0.0,0.0,26.0
2005,19,davidson,0.0,0.0,27.0
2006,1,alonso,0.0,0.0,0.0
2006,1,michael_schumacher,0.0,0.0,0.0
2006,1,raikkonen,0.0,0.0,0.0
2006,1,button,0.0,0.0,0.0
2006,1,montoya,0.0,0.0,0.0
2006,1,webber,0.0,0.0,0.0
2006,1,rosberg,0.0,0.0,0.0
2006,1,klien,0.0,0.0,0.0
2006,1,massa,0.0,0.0,0.0
2006,1,coulthard,0.0,0.0,0.0
2006,1,liuzzi,0.0,0.0,0.0
2006,1,heidfeld,0.0,0.0,0.0
2006,1,speed,0.0,0.0,0.0
2006,1,ralf_schumacher,0.0,0.0,0.0
2006,1,barrichello,0.0,0.0,0.0
2006,1,trulli,0.0,0.0,0.0
2006,1,monteiro,0.0,0.0,0.0
2006,1,sato,0.0,0.0,0.0
2006,2,alonso,10.0,1.0,1.0
2006,2,michael_schumacher,8.0,0.0,2.0
2006,2,button,5.0,0.0,4.0
2006,2,fisichella,0.0,0.0,0.0
2006,2,montoya,4.0,0.0,5.0
2006,2,raikkonen,6.0,0.0,3.0
2006,2,massa,0.0,0.0,9.0
2006,2,webber,3.0,0.0,6.0
2006,2,rosberg,2.0,0.0,7.0
2006,2,villeneuve,0.0,0.0,0.0
2006,2,ralf_schumacher,0.0,0.0,14.0
2006,2,klien,1.0,0.0,8.0
2006,2,trulli,0.0,0.0,16.0
2006,2,barrichello,0.0,0.0,15.0
2006,2,coulthard,0.0,0.0,10.0
2006,2,liuzzi,0.0,0.0,11.0
2006,2,albers,0.0,0.0,0.0
2006,2,heidfeld,0.0,0.0,12.0
2006,2,monteiro,0.0,0.0,17.0
2006,2,speed,0.0,0.0,13.0
2006,2,sato,0.0,0.0,18.0
2006,3,alonso,18.0,1.0,1.0
2006,3,fisichella,10.0,1.0,4.0
2006,3,raikkonen,6.0,0.0,6.0
2006,3,michael_schumacher,11.0,0.0,2.0
2006,3,button,11.0,0.0,3.0
2006,3,montoya,9.0,0.0,5.0
2006,3,ralf_schumacher,1.0,0.0,11.0
2006,3,heidfeld,0.0,0.0,18.0
2006,3,villeneuve,2.0,0.0,10.0
2006,3,massa,4.0,0.0,7.0
2006,3,webber,3.0,0.0,8.0
2006,3,barrichello,0.0,0.0,14.0
2006,3,rosberg,2.0,0.0,9.0
2006,3,coulthard,0.0,0.0,15.0
2006,3,klien,1.0,0.0,12.0
2006,3,speed,0.0,0.0,20.0
2006,3,trulli,0.0,0.0,13.0
2006,3,liuzzi,0.0,0.0,16.0
2006,3,albers,0.0,0.0,17.0
2006,3,sato,0.0,0.0,21.0
2006,3,monteiro,0.0,0.0,19.0
2006,3,ide,0.0,0.0,0.0
2006,4,alonso,28.0,2.0,1.0
2006,4,michael_schumacher,11.0,0.0,4.0
2006,4,raikkonen,14.0,0.0,3.0
2006,4,fisichella,14.0,1.0,2.0
2006,4,montoya,9.0,0.0,6.0
2006,4,button,11.0,0.0,5.0
2006,4,massa,4.0,0.0,10.0
2006,4,ralf_schumacher,7.0,0.0,7.0
2006,4,webber,3.0,0.0,11.0
2006,4,heidfeld,5.0,0.0,8.0
2006,4,villeneuve,5.0,0.0,9.0
2006,4,barrichello,2.0,0.0,12.0
2006,4,rosberg,2.0,0.0,13.0
2006,4,coulthard,1.0,0.0,14.0
2006,4,klien,1.0,0.0,15.0
2006,4,speed,0.0,0.0,16.0
2006,4,trulli,0.0,0.0,17.0
2006,4,liuzzi,0.0,0.0,18.0
2006,4,albers,0.0,0.0,19.0
2006,4,sato,0.0,0.0,20.0
2006,4,monteiro,0.0,0.0,21.0
2006,4,ide,0.0,0.0,22.0
2006,5,alonso,36.0,2.0,1.0
2006,5,michael_schumacher,21.0,1.0,2.0
2006,5,raikkonen,18.0,0.0,3.0
2006,5,fisichella,15.0,1.0,4.0
2006,5,massa,9.0,0.0,7.0
2006,5,montoya,15.0,0.0,5.0
2006,5,button,13.0,0.0,6.0
2006,5,ralf_schumacher,7.0,0.0,8.0
2006,5,barrichello,2.0,0.0,12.0
2006,5,webber,6.0,0.0,9.0
2006,5,villeneuve,5.0,0.0,11.0
2006,5,heidfeld,5.0,0.0,10.0
2006,5,rosberg,2.0,0.0,13.0
2006,5,coulthard,1.0,0.0,14.0
2006,5,klien,1.0,0.0,15.0
2006,5,trulli,0.0,0.0,17.0
2006,5,speed,0.0,0.0,16.0
2006,5,liuzzi,0.0,0.0,18.0
2006,5,albers,0.0,0.0,19.0
2006,5,monteiro,0.0,0.0,21.0
2006,5,sato,0.0,0.0,20.0
2006,5,ide,0.0,0.0,22.0
2006,6,alonso,44.0,2.0,1.0
2006,6,michael_schumacher,31.0,2.0,2.0
2006,6,raikkonen,23.0,0.0,3.0
2006,6,fisichella,18.0,1.0,4.0
2006,6,massa,15.0,0.0,5.0
2006,6,button,13.0,0.0,7.0
2006,6,montoya,15.0,0.0,6.0
2006,6,barrichello,6.0,0.0,9.0
2006,6,ralf_schumacher,7.0,0.0,8.0
2006,6,heidfeld,5.0,0.0,12.0
2006,6,webber,6.0,0.0,10.0
2006,6,villeneuve,6.0,0.0,11.0
2006,6,rosberg,4.0,0.0,13.0
2006,6,coulthard,1.0,0.0,14.0
2006,6,klien,1.0,0.0,15.0
2006,6,trulli,0.0,0.0,16.0
2006,6,speed,0.0,0.0,17.0
2006,6,liuzzi,0.0,0.0,18.0
2006,6,albers,0.0,0.0,19.0
2006,6,monteiro,0.0,0.0,20.0
2006,6,sato,0.0,0.0,21.0
2006,6,ide,0.0,0.0,22.0
2006,7,alonso,54.0,3.0,1.0
2006,7,michael_schumacher,39.0,2.0,2.0
2006,7,fisichella,24.0,1.0,4.0
2006,7,raikkonen,27.0,0.0,3.0
2006,7,montoya,15.0,0.0,7.0
2006,7,massa,20.0,0.0,5.0
2006,7,button,16.0,0.0,6.0
2006,7,barrichello,8.0,0.0,8.0
2006,7,ralf_schumacher,7.0,0.0,9.0
2006,7,heidfeld,6.0,0.0,10.0
2006,7,coulthard,1.0,0.0,14.0
2006,7,webber,6.0,0.0,11.0
2006,7,villeneuve,6.0,0.0,12.0
2006,7,rosberg,4.0,0.0,13.0
2006,7,klien,1.0,0.0,15.0
2006,7,trulli,0.0,0.0,16.0
2006,7,speed,0.0,0.0,17.0
2006,7,liuzzi,0.0,0.0,18.0
2006,7,albers,0.0,0.0,19.0
2006,7,monteiro,0.0,0.0,20.0
2006,7,sato,0.0,0.0,21.0
2006,7,ide,0.0,0.0,22.0
2006,7,montagny,0.0,0.0,0.0
2006,8,alonso,64.0,4.0,1.0
2006,8,michael_schumacher,43.0,2.0,2.0
2006,8,raikkonen,27.0,0.0,4.0
2006,8,fisichella,27.0,1.0,3.0
2006,8,montoya,23.0,0.0,5.0
2006,8,massa,20.0,0.0,6.0
2006,8,button,16.0,0.0,7.0
2006,8,barrichello,13.0,0.0,8.0
2006,8,heidfeld,8.0,0.0,10.0
2006,8,ralf_schumacher,8.0,0.0,9.0
2006,8,coulthard,7.0,0.0,11.0
2006,8,villeneuve,6.0,0.0,13.0
2006,8,webber,6.0,0.0,12.0
2006,8,rosberg,4.0,0.0,14.0
2006,8,klien,1.0,0.0,15.0
2006,8,trulli,0.0,0.0,16.0
2006,8,speed,0.0,0.0,17.0
2006,8,liuzzi,0.0,0.0,18.0
2006,8,albers,0.0,0.0,19.0
2006,8,monteiro,0.0,0.0,20.0
2006,8,sato,0.0,0.0,21.0
2006,8,ide,0.0,0.0,22.0
2006,8,montagny,0.0,0.0,23.0
2006,9,alonso,74.0,5.0,1.0
2006,9,michael_schumacher,51.0,2.0,2.0
2006,9,raikkonen,33.0,0.0,3.0
2006,9,fisichella,32.0,1.0,4.0
2006,9,massa,24.0,0.0,6.0
2006,9,montoya,26.0,0.0,5.0
2006,9,button,16.0,0.0,7.0
2006,9,barrichello,13.0,0.0,8.0
2006,9,heidfeld,10.0,0.0,9.0
2006,9,ralf_schumacher,8.0,0.0,10.0
2006,9,coulthard,7.0,0.0,11.0
2006,9,villeneuve,7.0,0.0,12.0
2006,9,webber,6.0,0.0,13.0
2006,9,rosberg,4.0,0.0,14.0
2006,9,trulli,0.0,0.0,16.0
2006,9,klien,1.0,0.0,15.0
2006,9,speed,0.0,0.0,17.0
2006,9,liuzzi,0.0,0.0,18.0
2006,9,albers,0.0,0.0,19.0
2006,9,monteiro,0.0,0.0,20.0
2006,9,sato,0.0,0.0,21.0
2006,9,ide,0.0,0.0,22.0
2006,9,montagny,0.0,0.0,23.0
2006,10,alonso,84.0,6.0,1.0
2006,10,michael_schumacher,59.0,2.0,2.0
2006,10,fisichella,37.0,1.0,4.0
2006,10,raikkonen,39.0,0.0,3.0
2006,10,massa,28.0,0.0,5.0
2006,10,montoya,26.0,0.0,6.0
2006,10,button,16.0,0.0,7.0
2006,10,barrichello,13.0,0.0,8.0
2006,10,heidfeld,12.0,0.0,9.0
2006,10,coulthard,8.0,0.0,11.0
2006,10,ralf_schumacher,8.0,0.0,10.0
2006,10,trulli,3.0,0.0,15.0
2006,10,villeneuve,7.0,0.0,12.0
2006,10,webber,6.0,0.0,13.0
2006,10,rosberg,4.0,0.0,14.0
2006,10,liuzzi,0.0,0.0,18.0
2006,10,klien,1.0,0.0,16.0
2006,10,speed,0.0,0.0,17.0
2006,10,albers,0.0,0.0,19.0
2006,10,monteiro,0.0,0.0,20.0
2006,10,sato,0.0,0.0,21.0
2006,10,ide,0.0,0.0,22.0
2006,10,montagny,0.0,0.0,23.0
2006,11,alonso,88.0,6.0,1.0
2006,11,michael_schumacher,69.0,3.0,2.0
2006,11,fisichella,43.0,1.0,3.0
2006,11,raikkonen,39.0,0.0,4.0
2006,11,massa,36.0,0.0,5.0
2006,11,montoya,26.0,0.0,6.0
2006,11,button,16.0,0.0,7.0
2006,11,barrichello,16.0,0.0,8.0
2006,11,ralf_schumacher,8.0,0.0,11.0
2006,11,heidfeld,12.0,0.0,9.0
2006,11,coulthard,10.0,0.0,10.0
2006,11,trulli,8.0,0.0,12.0
2006,11,villeneuve,7.0,0.0,13.0
2006,11,webber,6.0,0.0,14.0
2006,11,rosberg,4.0,0.0,15.0
2006,11,rosa,0.0,0.0,0.0
2006,11,liuzzi,1.0,0.0,16.0
2006,11,klien,1.0,0.0,17.0
2006,11,speed,0.0,0.0,18.0
2006,11,albers,0.0,0.0,19.0
2006,11,monteiro,0.0,0.0,20.0
2006,11,sato,0.0,0.0,21.0
2006,11,ide,0.0,0.0,22.0
2006,11,montagny,0.0,0.0,23.0
2006,12,alonso,96.0,6.0,1.0
2006,12,michael_schumacher,79.0,4.0,2.0
2006,12,massa,42.0,0.0,5.0
2006,12,fisichella,46.0,1.0,3.0
2006,12,raikkonen,43.0,0.0,4.0
2006,12,montoya,26.0,0.0,6.0
2006,12,button,16.0,0.0,7.0
2006,12,barrichello,16.0,0.0,8.0
2006,12,ralf_schumacher,13.0,0.0,9.0
2006,12,heidfeld,13.0,0.0,10.0
2006,12,coulthard,10.0,0.0,11.0
2006,12,trulli,8.0,0.0,12.0
2006,12,villeneuve,7.0,0.0,13.0
2006,12,webber,6.0,0.0,14.0
2006,12,rosberg,4.0,0.0,15.0
2006,12,rosa,2.0,0.0,16.0
2006,12,klien,1.0,0.0,18.0
2006,12,liuzzi,1.0,0.0,17.0
2006,12,speed,0.0,0.0,19.0
2006,12,albers,0.0,0.0,20.0
2006,12,monteiro,0.0,0.0,21.0
2006,12,sato,0.0,0.0,22.0
2006,12,ide,0.0,0.0,23.0
2006,12,montagny,0.0,0.0,24.0
2006,13,alonso,100.0,6.0,1.0
2006,13,michael_schumacher,89.0,5.0,2.0
2006,13,massa,50.0,0.0,3.0
2006,13,fisichella,49.0,1.0,4.0
2006,13,raikkonen,49.0,0.0,5.0
2006,13,button,21.0,0.0,7.0
2006,13,montoya,26.0,0.0,6.0
2006,13,barrichello,16.0,0.0,8.0
2006,13,heidfeld,13.0,0.0,10.0
2006,13,ralf_schumacher,13.0,0.0,9.0
2006,13,coulthard,10.0,0.0,11.0
2006,13,rosa,2.0,0.0,16.0
2006,13,trulli,10.0,0.0,12.0
2006,13,villeneuve,7.0,0.0,13.0
2006,13,webber,6.0,0.0,14.0
2006,13,rosberg,4.0,0.0,15.0
2006,13,klien,2.0,0.0,17.0
2006,13,liuzzi,1.0,0.0,18.0
2006,13,speed,0.0,0.0,19.0
2006,13,monteiro,0.0,0.0,21.0
2006,13,albers,0.0,0.0,20.0
2006,13,sato,0.0,0.0,22.0
2006,13,ide,0.0,0.0,23.0
2006,13,montagny,0.0,0.0,24.0
2006,14,alonso,100.0,6.0,1.0
2006,14,michael_schumacher,90.0,5.0,2.0
2006,14,massa,52.0,0.0,3.0
2006,14,fisichella,49.0,1.0,4.0
2006,14,raikkonen,49.0,0.0,5.0
2006,14,button,31.0,1.0,6.0
2006,14,montoya,26.0,0.0,7.0
2006,14,barrichello,21.0,0.0,8.0
2006,14,heidfeld,19.0,0.0,9.0
2006,14,ralf_schumacher,16.0,0.0,10.0
2006,14,rosa,10.0,0.0,12.0
2006,14,coulthard,14.0,0.0,11.0
2006,14,trulli,10.0,0.0,13.0
2006,14,villeneuve,7.0,0.0,14.0
2006,14,webber,6.0,0.0,15.0
2006,14,rosberg,4.0,0.0,16.0
2006,14,klien,2.0,0.0,17.0
2006,14,liuzzi,1.0,0.0,18.0
2006,14,speed,0.0,0.0,19.0
2006,14,monteiro,0.0,0.0,20.0
2006,14,albers,0.0,0.0,21.0
2006,14,sato,0.0,0.0,22.0
2006,14,kubica,0.0,0.0,0.0
2006,14,ide,0.0,0.0,23.0
2006,14,montagny,0.0,0.0,24.0
2006,15,alonso,108.0,6.0,1.0
